% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
6203 +4.205408934e+01 +4.205408934e+01 -5.790559107e+02 -5.790559107e+02 -9.9706e-01 +4.0027e+00 -6.3241e-02 -3.6808e+00 -1.2944e-01 -1.9952e+00 +1.3086e+00 -7.6231e-01 +1.2720e+00 -3.5458e-01
6298 +3.122252534e+01 +3.122252534e+01 -5.898874747e+02 -5.898874747e+02 -9.9442e-01 +4.0019e+00 -6.4912e-02 -3.6835e+00 -1.2551e-01 -1.9910e+00 +1.3069e+00 -7.6109e-01 +1.2728e+00 -3.5649e-01
6661 +1.417678598e+01 +1.417678598e+01 -6.069332140e+02 -6.069332140e+02 -9.9764e-01 +4.0019e+00 -6.3554e-02 -3.6859e+00 -1.2826e-01 -1.9947e+00 +1.3063e+00 -7.5913e-01 +1.2725e+00 -3.5195e-01
6801 +8.998531821e+00 +8.998531821e+00 -6.121114682e+02 -6.121114682e+02 -9.9726e-01 +4.0017e+00 -6.3965e-02 -3.6850e+00 -1.2720e-01 -1.9940e+00 +1.3055e+00 -7.5956e-01 +1.2742e+00 -3.5269e-01
6963 +5.562251375e+00 +5.562251375e+00 -6.155477486e+02 -6.155477486e+02 -9.9856e-01 +4.0003e+00 -6.6679e-02 -3.6814e+00 -1.1919e-01 -1.9915e+00 +1.3049e+00 -7.5911e-01 +1.2766e+00 -3.5289e-01
7105 +3.330414286e+00 +3.330414286e+00 -6.177795857e+02 -6.177795857e+02 -9.9710e-01 +4.0003e+00 -6.8849e-02 -3.6818e+00 -1.1906e-01 -1.9915e+00 +1.3052e+00 -7.5919e-01 +1.2777e+00 -3.5323e-01
7353 +2.082072729e+00 +2.082072729e+00 -6.190279273e+02 -6.190279273e+02 -9.9754e-01 +4.0007e+00 -6.7258e-02 -3.6825e+00 -1.2111e-01 -1.9919e+00 +1.3053e+00 -7.5940e-01 +1.2763e+00 -3.5365e-01
7681 +1.445167029e+00 +1.445167029e+00 -6.196648330e+02 -6.196648330e+02 -9.9710e-01 +3.9995e+00 -6.5203e-02 -3.6826e+00 -1.2512e-01 -1.9935e+00 +1.3061e+00 -7.5888e-01 +1.2748e+00 -3.5304e-01
7704 +9.342427362e-01 +9.342427362e-01 -6.201757573e+02 -6.201757573e+02 -9.9744e-01 +3.9997e+00 -6.5824e-02 -3.6824e+00 -1.2389e-01 -1.9931e+00 +1.3057e+00 -7.5892e-01 +1.2756e+00 -3.5340e-01
8302 +4.717137638e-01 +4.717137638e-01 -6.206382862e+02 -6.206382862e+02 -9.9695e-01 +3.9998e+00 -6.5640e-02 -3.6827e+00 -1.2395e-01 -1.9924e+00 +1.3062e+00 -7.5885e-01 +1.2756e+00 -3.5348e-01
8816 +3.830682224e-01 +3.830682224e-01 -6.207269318e+02 -6.207269318e+02 -9.9709e-01 +3.9997e+00 -6.5752e-02 -3.6826e+00 -1.2377e-01 -1.9926e+00 +1.3058e+00 -7.5883e-01 +1.2756e+00 -3.5367e-01
9974 +2.485930916e-01 +2.485930916e-01 -6.208614069e+02 -6.208614069e+02 -9.9716e-01 +3.9998e+00 -6.5858e-02 -3.6826e+00 -1.2365e-01 -1.9925e+00 +1.3059e+00 -7.5865e-01 +1.2756e+00 -3.5359e-01
